نام,gender,score
ایڈریری,1,1
ایڈریری,1,1
Adarryll,1,1
ایڈریس,1,1
Adaryl,1,1
ایڈرییل,1,1
پینل,1,1
اڈسا,0,1
ایڈشیا,0,1
سالگرہ,0,1
ایڈنسن,0,0.5
Adassa,0,1
اداس,0,0
اداسین,0,1
گرا دیا,0,1
ایڈورٹائزنگ,0,1
adavis,0,1
احسان,1,1
امیدواروں,0,1
میں نے اسے مدعو کیا,0,1
امیدواروں,0,1
ادیر,0,0
اشتہارات,0,1
اس نے اسے چھوڑ دیا,0,1
ایڈسیا,0,1
عادل,1,1
Adbiel,1,1
شامل کریں,1,1
اڈہ,0,1
جدہ,0,1
Addai,1,1
Addalee,0,1
Addaleigh,0,1
Addaley,0,1
نبیل,0,1
Addalin,0,1
Addalina,0,1
اڈالین,0,1
Addalyn,0,1
Addalyne,0,1
سایڈست,0,1
Addalynne,0,1
زیادہ؟,1,1
نام سے,1,1
موافقت,0,1
شامل,1,0
Addelin,0,1
Addelina,0,1
Addeline,0,1
Addell,0,1
Addelyn,0,1
Addelyne,0,1
Addelynn,0,1
Addelynne,0,1
adden,1,1
عدل سے,1,1
Addeson,0,1
اضافہ,0,1
Addey,0,1
اضافی,0,1
Addias,0,1
عادی,1,1
Addicyn,0,1
اضافی,0,0
Addiel,1,1
Addielynn,0,1
Addiemae,0,1
اینڈین,0,0
اضافہ,0,0
Addieson,0,1
Addilee,0,1
Addileigh,0,1
Addiley,0,1
Addiline,0,1
Addilyn,0,1
ادلی,0,1
اپیلنٹ,0,1
ادلیئن,0,1
شامل کریں,0,1
ایڈسٹنگ,1,0.615384615
Addis,1,0.714007782
ایڈیشن,0,1
Addisen,0,0.994219653
Addisin,0,1
ایڈیسن,3,0
Addisson,0,1
ایسٹسٹن,0,1
ایڈیسن,0,1
اضافہ,0,1
Addisynn,0,1
Addix,1,1
Addle,0,1
Addlee,0,1
Addley,0,1
Addlie,0,1
Addon,0,1
اضافہ,0,1
Addonis,1,1
اریریانا,0,1
Addrianna,0,1
اریریون,0,1
اضافہ,0,1
اضافی,0,0
Addylan,0,1
Addylen,0,1
Addylin,0,1
اضافی لائن,0,1
Addylyn,0,1
اضافہ,0,1
Addysan,0,1
Addysen,0,1
Addysin,0,1
Addysn,0,1
Addyson,0,0
Addysun,0,1
پلج,0,1
عیسی,1,0
ایڈیا,0,1
ڈین,0,0.801724138
عدنان,0,1
اوپر,0,1
Adebayo,1,0
Adebisi,0,1
Adebola,3,0
Adebowale,3,0
Adeboye,1,1
مناسب,0,1
Adedamola,1,1
Adedapo,1,1
ایڈڈیو,3,0
اس کے علاوہ,1,1
ٹوئن,1,1
Addelapo,0,0
Adedotun,1,1
Adedoyin,0,1
ایڈی,0,1
ادیب,1,1
ادیب,0,1
ادیب,0,0
ایڈیل,1,1
ایڈلی,0,0
اطمینان,1,1
عدنان,1,1
اڈینا,0,1
اڈییسا,0,0
اڈیوفا,0,0
Adegoke,1,0
Adeife,0,0
ایڈن,1,1
Adeja,0,1
Adejah,0,1
Adejinm,1,1
Adekemi,0,1
حادثہ مت کرو,1,1
عادل,1,0
لوڈ Adela,0,0
ایڈیلڈ,0,1
ایڈیلا اوہ,0,1
عادل,0,1
عادلی,0,1
ایڈیلائڈ,0,1
ایڈیلائڈ,0,0
ایڈیلائڈ,0,0
ایڈیلڈو,1,1
ایڈیلین,0,1
ایڈیلین,0,1
ایڈیلیس,0,0
Adelajda,0,0
ایڈیلین,0,1
ایڈیلارڈ,1,1
ایڈیلارڈو,1,0
Adelay,0,1
ایڈیلیا,0,1
Adelay,0,1
ایڈیلے میں,0,1
ایڈیلین,0,1
ایڈیلبرٹ,1,0
ایڈلی,0,0
ایڈنن,0,1
ایڈلی,0,1
ایڈنین,0,1
اے کی کلاس,0,1
A's Leigh,0,1
اس کی ایک کلاس,0,1
تکلیف,1,1
شرافت,0,1
Adelena,0,1
Adelene,0,1
عادلی,0,1
اڈفا,0,1
Adelfina,0,1
بھائی,1,1
Adelheid,0,0
عادلی,0,1
ایڈیلیا,0,0
Adeliah,0,1
Adelice,0,1
عادلیا,0,1
Adelie,0,1
عادللہ,0,1
Adelin,0,1
Adelina کی,0,0
Adelinah,0,1
ایڈلی,0,1
ایڈلی لائن,0,0
adelinne,0,1
adelinne,0,1
Adelino,1,1
Adelis,0,1
فیڈ,0,1
Adelise,0,1
اڈلیتا,0,0
مبارک ہو,0,1
ایڈیل,0,0.85404202
ایڈیلا,0,0
Adelle,0,0
ایڈیلیا,0,1
ایڈیل لائن,0,1
Adlinyn,0,1
Adellynn,0,1
عادل,0,1
ایڈمرمر,1,0
عادلرا,0,1
عادلمو,1,1
ایڈیلور,1,1
عادلیا,0,1
لوڈ Adela,0,1
ایڈلی,0,1
Adelyn,0,0
ادلیہ,0,1
Adelyne,0,1
Adelynn,0,1
Adelynne,0,1
اطمینان,0,1
آدم,1,0
ایڈمر,1,0
ایڈمرارو,1,0
مدعو,1,1
اطمینان,1,0.848484848
ادیمی,1,0
ڈیمو,0,0
ادیمولا,1,1
ایڈن,1,0
اڈینا,0,0
ایڈنائی,0,1
Adenike,0,1
بالکل,1,1
ایڈن,1,1
Elha'nan,1,0
اڈولا,0,0.932773109
شکریہ,1,1
Adeoluwa,1,1
adeon,1,1
کامل,0,0
رگ,0,1
الحاق,0,1
ادیمی,1,1
Aderinola,0,0
Aderinsola,0,1
میں وہاں ہوں گے,0,1
کافی,0,1
Adersen,1,0
ایڈرین,0,0
ایڈس,0,1
آرڈر,1,1
آرڈر,0,1
اڈیسینا,0,1
Adesire,0,1
اڈیسولا,0,1
Adessa,0,1
مجھے برا نہیں ہے.,0,1
وہ بیمار تھا,1,1
Adetayo,1,1
مانیٹر کرتا ہے,3,0
Adetola,1,1
اشتہاری,1,1
ایڈیٹون,0,0
Adetunji,1,1
Adeturo,0,0
اڈوا,0,1
عادل,1,1
Adewonuola,0,0
Adduumi,1,1
ادیوونی,0,0
ایڈی,0,1
ادیمی,1,1
انعامات,0,0.5
عادل,1,1
Adgie,0,0.583333333
ادھم,1,1
آدم,1,1
ایڈہارا,0,0
جزوی,1,1
دادو,1,1
ڈیوائس,1,1
ایڈش,1,1
ڈاؤن لوڈ، اتارنا,1,1
ایڈمر,1,1
ادھیببو,0,0
Nadhira کی,0,1
Adhiraj,1,1
عائشہ,1,0
زیادہ سے زیادہ,0,1
ماتحت,1,1
ادھٹا,1,1
پٹھوں,0,1
عدنانان,1,1
بنیاد پر,1,1
ادھر,1,1
ایڈیٹا,1,1
ثانوی,1,1
آداکا,0,1
مطالعہ,0,1
مطالعہ,1,1
یہ عام ہے,0,0
ایڈیا,0,1
ایڈیا,0,1
رکھو,0,1
اجنبی,1,1
اڈیانا,0,1
کافی,0,1
پائلٹ,0,1
ای جی,1,1
اڈبا,0,1
عائشہ,0,0
ایڈڈاس,1,1
سے Adie,0,0.906976744
ایڈیل,1,0.937047757
Adiela,0,1
Adiella,0,1
Adielle,0,1
اجنبی,1,1
ادیاہ,0,1
عادکا,1,1
نیچے,1,1
منصفانہ,1,0
عادل,0,0
یہاں ہے,0,1
ادلی,0,1
ایڈلی,0,1
عادل,0,1
عادل,0,1
بس جب تک,0,0.998575499
ان کو مدعو کریں,0,1
Adilenne,0,1
Adileny,0,1
Adilet,3,0
ڈلی,0,1
عادلیا,0,1
عادلین,0,1
ایڈیلسن,1,1
Adilyn,0,1
Adilyne,0,1
Adilynn,0,1
Adilynne,0,1
عمر,1,0.96789847
عمر,1,0
ذیل میں,0,1
ایڈن,0,1
ایڈنو,1,0
Adione,0,0
ادیر,1,0
عادرا,0,1
ادیرہ,0,1
Adiraica,0,0
ایڈس,1,0.947368421
ایڈسا,1,0
ادیان,1,0
Adisen,0,1
ایڈیسن,0,0.824860335
ایڈسن,0,0.941860465
ایڈسین,0,1
Adisynn,0,1
ایڈسیین,0,1
عادل,1,1
ادھر,1,1
لاپتہ,0,1
ادھر,0,1
Adithya,1,1
ایڈٹی,0,0
ایڈیٹیا,1,0
Aditri,0,1
ادیتا,1,0
ادیتالک,1,0
ایڈو,1,1
عادی,0,1
ادی,1,1
تعریف,0,1
عائشہ,0,1
عدنان,1,1
وضاحت کریں,0,1
ادجی,0,1
Adjoa,0,0
adju,0,1
عادلی,1,0
عادلان,1,1
عادلین,1,1
نام,1,1
ایڈلر,0,1
ایلیان,0,1
Adlee,0,1
عادلی,0,1
Adleigh,0,1
عادلی,0,1
اشتھارات,0,1
اڈینا,0,1
Adlene,0,1
عادر,1,0.909090909
ایڈلی,0,0.826327434
عادل,1,1
Adlie,0,1
Adlih,0,1
Adlin,0,1
عادلینا,0,1
اشتھارات,0,1
عدل,0,1
Adlyn,0,1
ایڈلیہ,0,0
اضافہ,0,1
اما,1,1
Admir,1,1
ایڈمرل,1,1
اطاعت کرو,0,0.910714286
ایڈن,0,1
Adna,0,0.969620253
عدنان,1,1
عدنان,1,0
ایڈل,1,1
ایڈنر,1,1
AID,1,1
اینڈریا,0,1
ایڈن,1,1
نوجوان,1,1
ایڈولف,1,0
ایڈوفیلوٹو,1,0
ایڈوفولو,1,0
ایڈولین,0,1
ایڈولف,1,0
Adolpha,0,1
ایڈولف,1,0
ایڈولفن,0,1
ایڈولفو,1,1
ایڈولفس,1,0
یہ,1,1
آدم,1,0
ایڈن,1,1
ایڈونا,0,1
ایڈونائی,1,0
ایڈونای,1,1
اڈونیا,0,1
الوداع,1,1
ایڈونی,1,1
اڈونیا,0,1
ایڈونہ,1,0.681818182
اڈونیا,1,1
Adonica,0,1
ادونیاہ,1,0
ایڈونیرم,1,0
اڈونیس,1,0
تمہارا نام ہے,1,1
Adonna,0,1
Adonnis,1,1
Adontae,1,1
Adonte,1,1
Adons,1,1
adony,1,1
لوئر,0,1
Adonys,1,1
محبت کرتا ہے,0,0
ایڈورابیلا,0,1
پیارا,0,1
حملہ,0,1
ایڈورا,0,1
ادوریم,1,1
پسند,0,0.92972973
محبت کرو,0,1
ایڈیا,0,1
ایڈورین,1,1
ایڈورڈا,0,0
سجاوٹ,1,1
ایڈورن,0,1
ایڈورن,0,0
ایڈرا,0,1
ایڈجسٹ,1,0.878600384
ایڈنین,0,0.977973568
Adrainne,0,1
محکمہ,1,1
مثالی,1,0
ادریس,0,0
ایڈریسسٹیا,0,0
ایڈورٹاس,1,0
ادرایا,0,1
ایڈریس,1,1
ایڈریس,0,1
ایک خواب,0,1
برقرار رکھا,1,0.637168142
Adreana,0,1
Adreanna,0,1
Adreanna,0,1
Adreanna,0,1
Adreauna,0,1
Adree,0,1
اینڈرینڈا,0,1
ادریس,1,1
ایڈیشنل,1,1
سے adre,1,1
سے adre,0,1
Adreinne,0,1
ارڈیل,1,1
ایڈن,1,1
ایڈینڈا,0,1
اینڈرین,0,1
ایڈریون,1,1
ایڈروونا,0,1
ہوم مالکان,0,1
ایڈو,1,1
ایڈریانا,0,1
ایڈریان,1,1
ایڈریونا,0,1
ادھر,0,0.888268156
ایڈیا,0,0
ایڈریان,1,0
ایڈریکین,0,0
ادیاہ,0,1
Adriahna,0,1
ایڈیلل,1,1
Adrialis,0,1
Adrialys,0,1
ایڈریم,1,1
ایڈرین,1,0
ایڈریانا,0,0
Adrianah,0,1
ایڈریان,0,0.956761875
ایڈریئر فرشتہ,0,0
Adrianjames,1,1
ایڈریان لی,1,1
Adrianna,0,0.898734177
Adrianna,0,0
Adriannah,0,1
Adrianne,0,0
Adrianno,1,1
Adrianny,0,1
Adriano,1,0
Adrianpaul,1,1
ایڈریان,1,1
Adrianus,1,0
Adriatic کے,1,1
ادراونا,0,1
あ あ り あ ん あ あ,0,1
Adric,1,1
ایڈریک,1,1
ایڈریان,0,1
Adriean,1,1
Adriean,0,1
Adrieanna,0,1
Adrieanne,0,1
ایڈیل,1,0.923973482
ایڈرییلا,0,1
ایڈرییل,1,1
ایڈرییلا,0,1
ایڈرییل,0,1
Adrien,1,0
ایڈریینا,0,1
ایڈیری,0,0.974720265
Adrienn,0,0
ایڈرین,0,1
Adrienne,0,0
ایڈرینی,0,1
Adrieonna,0,1
ادریہ,0,1
ایڈریہنا,0,1
ایڈیا,0,1
ایڈریان,1,0
ایڈریان,0,0
ایڈریس,1,1
Adric,1,1
ادکر,0,1
ایڈرن,1,0.965811966
Adrina,0,1
Adrine,0,0.927536232
ایڈرین,0,1
Adrinne,0,1
Adrion,1,1
Adriona,0,1
Adrionna,0,1
Adris,1,1
Adrita,0,1
ادھر,1,1
Adriunna,0,1
ایڈریس,1,1
ایڈریان,1,1
لوڈ Adriana,0,1
کرنے Adriyann,0,1
Adriyel,1,1
ایڈروئن,1,1
میں جانتا ہوں,0,1
ایڈریان,1,0.85470852
ایڈریانا,0,1
ایڈریانہ,0,1
ایڈرین,0,1
ایڈریانا,0,1
ایڈریونا,0,1
Adryel,1,1
Adryell,1,1
Adryen,1,1
آرمی,1,1
ایڈرین,1,0.8125
ایڈریون,1,1
ایڈیری,0,1
ایڈولفو,1,1
ایڈوٹ,0,1
شامل کیا,0,0
ایڈیٹا,1,1
ایڈیٹا,0,1
ایڈوٹی,1,1
ایڈوئ,1,1
Advik,1,1
Advika,0,1
ایڈوٹ,1,1
ایڈوٹا,0,1
ایڈوڈ,1,1
ایڈوٹا,0,1
ایڈڈیٹی,0,0
رکو,1,1
ردعمل,1,1
ایڈیل,1,1
ایڈن,1,1
عادیتا,0,1
ادیتا,0,1
ادوو,0,0
ایڈوہ,0,0
Ady کی,0,1
عادیا,0,1
ایڈیشن,1,1
عدنان,1,1
Adyanna,0,1
زبردست,1,1
ایڈن,1,1
انہوں نے رقص کیا,0,1
Adylee,0,1
عادل,0,1
وہ جاگ رہے ہیں,0,1
وہ نفرت کرتا تھا,0,1
Adylenne,0,1
الوداع,0,1
آنندینا,0,1
انیلین,0,1
ایڈیلن,0,1
Adylyn,0,1
وقف,0,1
Adym,1,1
ایڈن,1,0.91023622
عدنان,1,0.7875
وہ زبردست تھے,0,1
میں ڈرتا ہوں,0,1
معاف کرو,0,1
خاموش,0,0.990857757
Odysseus,0,1
Adysun,0,1
ایڈسیین,0,1
Aeara,0,0
گارڈن,1,1
عدن,1,0.986066105
عدنان,1,1
Aeddon,1,1
Aeden,1,0.992448759
Aydin,1,1
Aedon,1,1
ایڈرک,1,1
Aedyn,1,0.876155268
جائلز,1,0
مردار,0,0
Aeiden,1,1
ڈاکٹر سے ملاقات کریں,0,1
اے,0,1
Aejaz,1,0
Aekjot,0,0
اییلا,0,1
ایپل,0,1
Akaba,0,1
Aeleen,0,1
Aeleigh,0,0
فلاح,1,1
اییلیا,0,0
Aeliana,0,0
aelianus,1,0
Aelicia,0,1
Aelisa,0,1
ایشش,0,1
Aelita,0,1
aelius,1,0
اییلا,0,0
الف,1,1
Aelyn,0,1
Aelynn,0,1
عمان,0,0
Aemelia,0,1
املیہ,0,0
Procula,0,0
Æmilianus,1,0
aemilius,1,0
ایونیم,1,1
Aemtenan,0,0
اینیاس,0,1
اینیس,1,0
Aengus,1,0
ایین,0,0
اییوولس,1,0
عین,1,0.511278195
جی ہاں,0,1
آیوین,0,1
ایریلا,0,1
ایرلین,0,1
فضائی,0,1
ایرین,1,1
ایئر,0,1
فضائی,0,0.996756757
فضائی,1,1
ہوا,0,1
Aerianna,0,1
aeric,1,1
aeric,0,1
وینٹیلیشن,1,1
Aericka,0,1
ایری,0,1
ایریل,0,1
ایرییلا,0,0
ایرییل,0,1
Aeriella,0,1
ایریری,0,1
گیسیں,0,1
ایرک,1,1
ہمیشہ,0,1
Aerilyn,0,1
ایروڈمیشنز,0,1
ایرین,0,0.977622378
میں Aerion,1,0.815384615
میں Aerion,0,1
ایروننا,0,1
ایرس,0,1
Aerith,0,1
Aerius,1,1
ایرو,1,0.82278481
ایرون,1,0
ایرونا,0,0
Aeronwen,0,0
ایرونوی,0,0
Aerowyn,0,1
Aired,0,1
ایریا,0,1
اریننا,0,1
Aeryk,1,1
ایرین,0,0.973770492
Aeryona,0,1
ایسا,0,1
ایشوریا,1,0
اس طرح,0,1
ایشیا,0,1
ایسن,1,0
Aesop,1,0
ایٹن,1,1
Ae'tius,1,0
AETNA,0,1
ایوا,0,1
آو,0,1
ایوا لاؤ,0,0
Aevin,1,1
Aevry,0,1
Aevyn,0,1
Aeyden,1,1
ایلا,0,1
عائشہ,0,0
ایزاز,1,1
دادا,1,1
افان,1,1
افاف,0,0
افان,1,1
Athanasius,1,0
افانسی,1,0
افانین,0,0
Afag,1,1
افریقی,0,0
دریافت کریں,1,1
اففی,0,0
اففیہ,0,0
افانی,0,1
Aferdita,0,1
آفت,0,0
Affaan,1,1
Affan,1,1
Affia,0,0
Affie,0,1
انفینٹی,0,1
افسوس,1,1
دادا,0,1
افریقی,0,0
افف,1,0
اففا,0,1
اففا,0,1
ایتھن,0,1
افق,1,1
افرا,0,0
محفوظ,0,1
Afiyah,0,1
افضل,0,0
افضل,1,0
افضل,1,1
احساس,0,0
افانان,0,0.826603325
افولبی,1,0
خطرناک,0,1
دریا,3,0
افسوس,1,0
افرا,0,0
افرا,0,0
افراہ,0,1
Afraz,1,1
افسوس,1,1
افریقی,0,1
افریقہ,0,0
africanus,1,0
افریقہ,0,1
منفرد,0,0
افریدی,1,0
افریقہ,0,1
نقطہ نظر,1,0
Afrin,0,1
آفریدی,0,0
Aphrodite,0,1
وینس,0,0
افروز,0,0
افرازا,0,0
افس,0,1
وضاحت کرو,0,0
افسانا,0,1
افسنہ,0,1
افسار,1,0
چھوٹ,0,0
چھوٹ,0,0
افشا,0,0
افشا,0,0
افشان,0,1
افشان,0,0
افشار,1,0
افشین,0,0.857142857
افشین,1,1
افتاب,1,1
پیچھے,0,1
شام,0,1
Aftin,0,1
شام,0,0.862278866
Aftyn,0,1
Afua,0,0
ایویز,0,0
افضل,1,1
افضل,1,0
پسندیدہ,1,0
اگ,0,0
ہیں Tickler,0,0
آگیا,0,0
آگ,3,0
Agamemnon,1,0
اگرمجٹ,1,1
آلودہ,1,1
Agape,0,0
عزیز,1,0
اگپیٹس,1,0
Agapios,1,0
عزیز,0,1
Agapito,1,0
آرڈر,0,0
اگسی,1,1
اینٹیڈینٹ,1,1
آگیا,1,1
سے Agata,0,0
اگاتھ,0,0
اگاتھنیلوس,1,0
Agathe,0,0
اگاتن,1,0
آگ,0,0
Agda,0,0
عمر,1,0
Agee,1,1
اگلا,1,1
اگلا,0,1
Ageliki,0,1
آگ,0,1
ایجنٹ,1,1
Aggeliki,0,1
Aggi,0,0
اگلی,0,0
اگلی,0,0
آغا,1,1
آغا,0,0
سوئیاں,1,0
گلاب,1,1
AGI,1,0
ابیگیل,0,1
اگالہ,0,1
Agilulf,1,0
ڈان کی,1,0
Aginah,0,1
اعمال,1,1
اگلا,0,1
Aglaea,0,0
اگلایا,0,0
اگلا,0,0
Agmundr,1,0
Agna,0,1
عنوان,1,0
Agnarr,1,0
اگنی,0,0
اگناڈا,0,1
اگنایلا,0,1
اگنر,1,0
اجنس,0,0
یگنیس,0,0
اگنی,0,0
آگئی,0,1
Agnessa,0,0
Agnesse,0,0
Agneta,0,0
Agnete,0,0
Agnetha,0,0
Agnethe,0,0
اگنی,1,1
فلائی,0,0
اگنی,1,0
Agnieszka,0,0
اگنی,0,0
agnita,0,1
agnius,1,1
اگونا,0,0
اگنس,0,1
ڈان کی,1,1
Agostina,0,0
The,1,0
کی Agostino,1,0
باہر,0,0
اگرافینا,0,0
فارورج,1,0
اگراٹا,0,0
پیشگی,1,1
Agrima,0,1
Agripina,0,1
Agripino,1,1
اگریپ,3,0
agrippina,0,0
Agron,1,1
Agrona,0,0
Agueda,0,1
Aguinaldo,1,0
بہت اچھا,1,0
اگرن,0,0
Agurtzane,0,0
اور,1,0
Agusta,0,0.954372624
Aguste,1,0
Agustin,1,0.998510744
Agustina,0,0
آستین,1,1
اگست,1,1
آگیا,1,1
مینڈیٹ,1,0
اہ,3,0
آان,1,1
اوہانا,0,1
اہاب,1,0
اتوار,1,1
احد,1,1
اہلیہ,0,1
احمد,1,1
احمد,1,1
عین,1,1
احنا,0,1
آانو,1,1
Aharon,1,0
احرشی,1,1
احوا,0,0
احوا,0,1
احزہ,1,1
ہم آہنگی,1,1
احبری,0,1
احیا,0,1
امید ہے,1,1
ایک مناسب,0,1
Abenobarbus,1,0
Ahian,1,1
اہیاہ,1,1
الوداع,1,1
احسن,0,1
احناارا,0,1
احینوام,0,0
کل,1,1
عائشہ,0,1
احجا,0,1
دلیل,0,1
احزین,0,1
جہاز,0,1
احسنای,0,1
احکی,1,1
احکری,1,1
احکل,1,1
احکلہ,0,1
احکام,1,1
فیلڈ,1,1
احترام,1,1
خواب,0,1
ہیلو,0,0
میرا خاندان,0,1
خواب,0,1
ہیلو,0,0
دیر ہو چکی ہے,0,1
آو,0,1
Ahlanie,0,1
ہمارے لوگ,0,1
مزاحیہ,0,1
اہلیت,0,1
Hilela,0,1
ہمارے خاندان,0,1
احلیہ,0,1
ہنسی,0,1
اہلیہ,0,1
احلین,0,0
ہمارے خاندان,0,1
اہلیہ,0,1
اہلیہ,0,1
یہاں,0,1
Ahlexis,0,1
Ahlexus,0,1
احلی,0,1
اہلیہ,0,1
Ahliana,0,1
ماہر,1,1
اہلیہ,1,1
ماہر,0,1
Ahlivia,0,1
اہلیت,0,1
اہلیت,0,1
وہ غریب ہیں,0,1
Ahlyana,0,1
ہیلیس,0,1
Ahlyvia,0,1
احماد,1,1
احمد,1,0
احمد,1,1
جہاد,1,1
احسن,1,1
احمند,1,1
میں دیکھتا ہوں,0,0.857808858
احمر,1,1
ریڈ,0,1
ہمارا,1,1
احماری,1,0.706500956
ریڈ,0,1
کلین,0,1
احترام,1,1
احمریہ,0,1
احمد,1,1
موری,1,1
ایسا نہ کرو,0,1
احمد,1,0
احمیر,1,1
احمد,1,1
احمر,1,1
احمیر,1,1
احمد,1,0
احممی,1,0.88372093
اہمیت,0,1
احمان,0,1
احمد,1,1
Ahmier,1,1
بیوقوف,1,1
حمینہ,0,1
احمیر,1,0.996904025
ریڈ,0,1
Hummershall,0,1
ہرمہ,0,1
Ahmire,1,1
احمیا,0,1
اوہیا,0,1
Ahmod,1,1
احسن,1,1
احمام,1,1
احمونی,0,1
Ahmonie,0,1
احمق,1,0
احمیا,0,1
جہمہ,0,1
احمیاہ,0,1
غیر حوصلہ افزائی,0,1
احنا,0,1
احناف,1,1
مجھے اس سے نفرت ہے,0,1
Ahnalee,0,1
Ahnaleigh,0,1
آنا,0,1
احنالین,0,1
ہنری,0,1
انا,0,1
ہلا,0,1
Ahnesty,0,1
اہ,0,1
ہم نے اس کا لطف اٹھایا,0,1
اہنیہ,0,1
احناکا,0,1
Ahnisty,0,1
میں آپ کو توہین کرتا ہوں,0,1
میں نے اسے مبارکباد دی,0,1
اوہ، ایمانداری سے,0,1
انجیلا,0,1
احنا,0,1
اہ,0,1
احیاہ,0,1
Ahnyia,0,1
Ahnyla,0,1
Ahnylah,0,1
احونا,0,1
Ahonesti,0,1
احترام,0,1
ایہود,1,0
آزادی,0,1
Ahreanna,0,1
احسن,1,1
اہری,0,1
آزادی,0,1
اہیہہ,0,1
احترام,1,1
احیا,0,1
Ahrianna,0,1
اریل,0,1
احرام,1,0
آزادی,0,1
آزادی,0,1
اہرو,1,1
احیا,0,1
احسن,1,1
پکڑو,0,1
حیران,0,0
بہترین,1,1
انا,1,1
بہترین,1,1
احشا,0,1
احترام,0,1
شمار کریں,0,1
تنگ,1,1
احسن,0,1
ایشلے,0,1
احسوکا,0,1
آٹاہکپ,1,0
پانی خدا,1,0
ایمانداری,1,1
دوست,0,1
درخواست دیں,0,1
عائشہ عزیز,0,1
احتیاندر,1,0
Ahuva,0,0
احوا,0,1
Ahvianna,0,1
احیا,1,1
احان,1,1
میرا,0,1
احنا,0,1
Ahylin,0,1
احیا,0,1
احزاب,1,1
عزیز,0,1
احزرا,0,1
اسے لے لو,0,1
خبردار رہو,1,1
اس کے جوتے,0,1
عی,0,0
کہ,0,1
عیسی,0,1
آئرن,1,1
ایانا,0,1
Tianna,0,1
باغ میں,1,0
Aiyava,0,0
ایبیک,1,0
Aibel,1,1
دریاؤں,0,1
ایوی ایشن,0,1
دریا,0,0
ساتھیوں,0,1
Aicen,1,1
عائشہ,0,1
Aichatou,0,1
یہاں,0,1
اس کے علاوہ,0,0
عائشہ,0,1
ایڈزیز,0,1
Aidaly,0,1
ایڈالین,0,1
اس کے علاوہ,1,0
عدنان,0,1
ایڈمنجیم,1,1
ایڈن جیمز,1,1
میں Aidan جان,1,1
Aidanlee,1,1
ایڈن,1,1
ایڈن سکوٹ,1,1
امداد,1,1
امداد,1,1
امام,0,0
عدنان,1,1
ایڈن,1,1
میں مدد,0,1
ایڈیشن,1,1
امداد,0,1
مدد,0,1
Aideen,0,0
بت,0,1
اے اے کی تاریخ,0,1
AI مثال,0,1
ایڈنلن,0,1
ایڈن,1,0
اوجما کی,1,1
ایڈن جیمز,1,1
ایڈن جے,1,1
اوہ، میرا نام پی ہے,1,1
ایڈن لی,1,1
آگے بڑھو اور W انتظار کرو,1,1
Aiden میں مائیکل,1,1
Aidenn,1,1
ساتھی,0,1
Aideth,0,1
عیدین,1,1
آپ سے محبت,0,1
AI پوائنٹ,1,1
Aideen,1,1
ایڈن,1,0.980551053
Aidon,1,1
Aidrian,1,1
عدناننا,0,1
ایڈریک,1,1
Aidrick,1,1
پیڈیکی,1,1
ایڈز,0,1
مدد,1,0
ایڈی,0,1
امداد,1,1
Aidyn,1,0.820245239
ایڈنن,1,0.518796992
ایڈیان,1,1
Aieden,1,1
عائشہ,0,0
اییلا,0,0
اسحاق,0,1
محبت Esia,0,1
Aife,0,0
Aifric,0,0
آبان,1,1
پیشکشیں,0,0
عقاب,0,0
ہار,0,1
ہورنٹس,0,0
Aigner,0,1
شکریہ,1,1
Aiiden,1,1
Aiiva,0,0
Aija,0,1
ای,0,1
عجلہون,1,1
ایجالون,1,0.517766497
AJ,1,0
عہا,0,1
وقت,0,1
کیتھرین,0,0
کیتھرین,0,0
Aike,1,0
Aikeem,1,1
Aiken,1,1
Aiko,0,0
AILA,0,0
اوپر,0,1
ایلینا,0,1
اعلان,1,1
مولانا,0,1
اے اے,0,1
اے اے سلی ہوئی آئی,0,1
عینی,0,1
براہ راست,0,1
علیا,0,0
آبی,1,1
آبی,3,0
خاندان,0,1
ایائل,0,1
ایائلہ,0,1
ایلن,0,1
ایائلانا,0,1
ایائل,0,0
خستہ,0,1
ایائل,0,1
Aileen,0,0
Aileena,0,1
ایائلین,0,1
Aileigh,0,1
آئرش,0,0
ایلینا,0,1
ایلیین,0,1
ایلینی,0,1
انتباہ,0,1
Aileth,0,1
ایلی,0,1
ایلی,0,0
ایلیا,0,1
اے کے ساتھ اے,0,1
عیدی,0,0
کے لئے,0,1
Ailiedh,0,0
ایلیلیل,0,0
اییل,1,0
این میں این,0,0.994292237
ایلیینا,0,1
ایائل,0,1
ایلس,0,1
ایلیسا,0,1
AI میں رنگ,0,1
ایلیش,0,1
اے رشا,0,0
اے یوہ میں,0,1
Ailla,0,0
Ailleen,0,1
Aillene,0,1
Aillie,0,0
الپائن,1,0
علا,0,0
ایلیٹن,1,1
ایلی,0,1
Ailyah,0,1
Ailyn,0,1
ایلیے,0,1
Ailynn,0,1
Ailysh,0,0
Ail  s,0,0
خون,0,1
عینان,0,0
اما,0,0
ایمل,1,1
عمان,0,0
ایمن,0,1
عامر,1,0.512
امیر,0,1
پسند کرتا ہے,0,0.778401122
Aimee,0,0.998527719
Aimee,0,0
Aimee Anna,0,0
Aimee الزبتھ,0,0
Aimee فضل,0,0
Aimee جین,0,0
Aimee Jayne,0,0
Aimee جو,0,0
Aimee لی,0,0
Aimee lee,0,0
Aimee leigh,0,0
Aimee لوائس,0,0
